fips,lc_type,clr,y_county,y_pool,p_county,p_pool,contrib,abs_diff
6001,urban+barren,green,9,22,0.01592356687898089,0.010717614165890028,0.0063043253787793165,0.005205952713090864
6001,urban+barren,navy,53,74,0.08598726114649681,0.03494874184529357,0.07741576631611796,0.05103851930120324
6001,urban+barren,orange,113,223,0.18152866242038215,0.1043802423112768,0.10045308833098195,0.07714842010910536
6001,urban+barren,purple,32,59,0.052547770700636945,0.027958993476234855,0.03315678972437137,0.02458877722440209
6001,urban+barren,red,96,164,0.15445859872611464,0.07688723205964586,0.1077481964148869,0.07757136666646879
6001,urban+crop,alabaster,10,12317,0.08088235294117647,0.10164959853442371,-0.018484523307808857,0.020767245593247233
6001,urban+crop,amber,15,4928,0.11764705882352941,0.04067469322748616,0.12495094170001317,0.07697236559604326
6001,urban+crop,cocoa,19,85,0.14705882352941177,0.0007096822109076505,0.78437803914944,0.14634914131850413
6001,urban+crop,green,6,23,0.051470588235294115,0.0001980508495556234,0.28618892686295244,0.05127253738573849
6001,urban+crop,navy,10,45,0.08088235294117647,0.0003795974616482782,0.4336620236579032,0.08050275547952819
6001,urban+crop,orange,15,75,0.11764705882352941,0.0006271610235928075,0.6157930671610775,0.1170198977999366
6001,urban+crop,purple,9,26,0.07352941176470588,0.00022280720575007634,0.42640690558128125,0.07330660455895581
6001,urban+crop,red,14,6933,0.11029411764705882,0.057220191284112196,0.07237982688672238,0.053073926362946625
6001,urban+forest,alabaster,2049,24721,0.07032107574094401,0.08236905146649696,-0.011120450189917998,0.012047975725552953
6001,urban+forest,amber,1457,14375,0.05001372118551043,0.04789812652222152,0.0021616430488624774,0.0021155946632889083
6001,urban+forest,cocoa,11275,29878,0.38680021953896815,0.09955120494973962,0.5249792588707829,0.2872490145892285
6001,urban+forest,green,4080,31026,0.1399903951701427,0.10337612490296098,0.04244505691602977,0.03661427026718171
6001,urban+forest,grey,11,526,0.000411635565312843,0.0017558648217314093,-0.0005971096526132808,0.0013442292564185662
6001,urban+forest,indigo,6,8469,0.00024012074643249177,0.028220445996328343,-0.001144573986625332,0.02798032524989585
6001,urban+forest,lemon,6,118,0.00024012074643249177,0.00039648560490709243,-0.00012042003280597175,0.00015636485847460066
6001,urban+forest,navy,1457,3732,0.05001372118551043,0.01243765347158131,0.06959754145865141,0.03757606771392912
6001,urban+forest,orange,4703,12563,0.16136114160263446,0.041860883529854696,0.2177234822216678,0.11950025807277975
6001,urban+forest,purple,1749,2792,0.06003018660812294,0.009305750373995876,0.11190917534680729,0.05072443623412706
6001,urban+forest,red,2321,9738,0.07965148188803513,0.03244851517806868,0.07152750516369416,0.047202966709966446
6001,urban+grass,alabaster,5304,18350,0.07715465836702638,0.086716756450241,-0.009014378151247185,0.00956209808321462
6001,urban+grass,amber,6635,15867,0.09651240582913988,0.07498346092051791,0.024360116290565923,0.021528944908621964
6001,urban+grass,cocoa,18043,26492,0.2624276447831525,0.1251913807768642,0.19423104312285425,0.1372362640062883
6001,urban+grass,green,3419,4808,0.04973966665697083,0.0227246952083924,0.03896359318535376,0.027014971448578427
6001,urban+grass,grey,130,243,0.0019052328456325082,0.0011530101124657404,0.0009568616968811532,0.0007522227331667678
6001,urban+grass,indigo,269,314,0.003926815788708223,0.0014885171533881485,0.0038092015309282943,0.0024382986353200745
6001,urban+grass,lemon,174,275,0.0025451583815701445,0.001304224553444854,0.0017016527523645998,0.0012409338281252904
6001,urban+grass,navy,7961,11107,0.11579743448035137,0.05249031282487478,0.09162052529324112,0.0633071216554766
6001,urban+grass,orange,11715,18164,0.17039471770557607,0.0858378225120499,0.11683248147688073,0.08455689519352617
6001,urban+grass,purple,6159,10030,0.08958957503126909,0.047401001795671485,0.05703232924450582,0.042188573235597604
6001,urban+grass,red,8911,17472,0.12961400855173216,0.08256781022587657,0.05844826685735632,0.04704619832585559
6001,urban+other,alabaster,4,4,0.07142857142857142,0.06666666666666667,0.0049280622490679585,0.004761904761904759
6001,urban+other,amber,5,5,0.08571428571428572,0.08,0.0059136746988815506,0.005714285714285713
6001,urban+other,cocoa,6,6,0.1,0.09333333333333334,0.006899287148695143,0.006666666666666668
