h3,total_exposure,exposure_bin
8929a16acdbffff,2,Very Low (<5)
8929a16b127ffff,2,Very Low (<5)
8929a16d36fffff,2,Very Low (<5)
8929a16cc73ffff,2,Very Low (<5)
8929ad1aa43ffff,2,Very Low (<5)
8929a16cb53ffff,2,Very Low (<5)
8929ad1abdbffff,2,Very Low (<5)
8929ad1adb7ffff,2,Very Low (<5)
8929ad1b20bffff,2,Very Low (<5)
8929a16cb27ffff,2,Very Low (<5)
8929ad1b22bffff,2,Very Low (<5)
8929ad1b23bffff,2,Very Low (<5)
8929ad1b243ffff,2,Very Low (<5)
8929a16ca6bffff,2,Very Low (<5)
892812a7483ffff,2,Very Low (<5)
892812a7477ffff,2,Very Low (<5)
8929a16b137ffff,2,Very Low (<5)
8929ad39b63ffff,2,Very Low (<5)
8929ad3b21bffff,2,Very Low (<5)
892812a9b9bffff,2,Very Low (<5)
8929a16208bffff,2,Very Low (<5)
8929ad465d7ffff,2,Very Low (<5)
8929a162463ffff,2,Very Low (<5)
892812a5497ffff,2,Very Low (<5)
8929a1622bbffff,2,Very Low (<5)
8929a1622afffff,2,Very Low (<5)
8929a16224fffff,2,Very Low (<5)
8929a162213ffff,2,Very Low (<5)
8929a16207bffff,2,Very Low (<5)
8929a16246fffff,2,Very Low (<5)
8929ad466a7ffff,2,Very Low (<5)
892812a546fffff,2,Very Low (<5)
8929a162077ffff,2,Very Low (<5)
8929a16200fffff,2,Very Low (<5)
8929a162003ffff,2,Very Low (<5)
8929a161eb3ffff,2,Very Low (<5)
8929a161e83ffff,2,Very Low (<5)
8929a16246bffff,2,Very Low (<5)
8929ad4646fffff,2,Very Low (<5)
8929ad3b283ffff,2,Very Low (<5)
8929ad46177ffff,2,Very Low (<5)
8929a163087ffff,2,Very Low (<5)
8929a163077ffff,2,Very Low (<5)
892812a5557ffff,2,Very Low (<5)
8929a16305bffff,2,Very Low (<5)
892812a554bffff,2,Very Low (<5)
8929a16303bffff,2,Very Low (<5)
8929a16302bffff,2,Very Low (<5)
8929ad4618fffff,2,Very Low (<5)
8929a1624d7ffff,2,Very Low (<5)
8929a06b1c3ffff,2,Very Low (<5)
8929a162d8bffff,2,Very Low (<5)
8929a1626abffff,2,Very Low (<5)
8929a1626a3ffff,2,Very Low (<5)
8929a16264fffff,2,Very Low (<5)
892812a54b7ffff,2,Very Low (<5)
8929a1625b3ffff,2,Very Low (<5)
8929a161e07ffff,2,Very Low (<5)
8929a161d83ffff,2,Very Low (<5)
8929a161cdbffff,2,Very Low (<5)
8929a161453ffff,2,Very Low (<5)
8929ad46c27ffff,2,Very Low (<5)
892812a0983ffff,2,Very Low (<5)
8929a161483ffff,2,Very Low (<5)
892812a08abffff,2,Very Low (<5)
892812a0837ffff,2,Very Low (<5)
8929ad46c77ffff,2,Very Low (<5)
8929a16145bffff,2,Very Low (<5)
8929a16144bffff,2,Very Low (<5)
892812a3163ffff,2,Very Low (<5)
8929ad46dbbffff,2,Very Low (<5)
892812a0833ffff,2,Very Low (<5)
8929ad46e83ffff,2,Very Low (<5)
8929ad46e87ffff,2,Very Low (<5)
8929a1613afffff,2,Very Low (<5)
8929ad46e93ffff,2,Very Low (<5)
8929a16138fffff,2,Very Low (<5)
8929a161683ffff,2,Very Low (<5)
8929ad46b9bffff,2,Very Low (<5)
8929a16168fffff,2,Very Low (<5)
8929ad46b4bffff,2,Very Low (<5)
8929a161cd3ffff,2,Very Low (<5)
892812a2863ffff,2,Very Low (<5)
892812a21cbffff,2,Very Low (<5)
892812a2027ffff,2,Very Low (<5)
892812a1cabffff,2,Very Low (<5)
892812a1a9bffff,2,Very Low (<5)
892812a0d6fffff,2,Very Low (<5)
8929a161c73ffff,2,Very Low (<5)
8929a161c5bffff,2,Very Low (<5)
8929a161c53ffff,2,Very Low (<5)
892812a098fffff,2,Very Low (<5)
8929ad46967ffff,2,Very Low (<5)
8929ad4696bffff,2,Very Low (<5)
8929ad46adbffff,2,Very Low (<5)
8929a1616b3ffff,2,Very Low (<5)
892812a555bffff,2,Very Low (<5)
892812a55c7ffff,2,Very Low (<5)
892812a55d3ffff,2,Very Low (<5)
8929ad4412fffff,2,Very Low (<5)
8929a06aec7ffff,2,Very Low (<5)
8929ad41833ffff,2,Very Low (<5)
8929ad41877ffff,2,Very Low (<5)
8929ad41d8bffff,2,Very Low (<5)
8929ad41d97ffff,2,Very Low (<5)
8929ad41da3ffff,2,Very Low (<5)
8929ad42bafffff,2,Very Low (<5)
8929a06b00bffff,2,Very Low (<5)
8929a1635bbffff,2,Very Low (<5)
8929ad445d7ffff,2,Very Low (<5)
8929ad44847ffff,2,Very Low (<5)
8929ad4484fffff,2,Very Low (<5)
8929ad4488bffff,2,Very Low (<5)
8929ad4489bffff,2,Very Low (<5)
8929ad448cbffff,2,Very Low (<5)
8929ad448dbffff,2,Very Low (<5)
8929ad40ed7ffff,2,Very Low (<5)
8929ad40ecbffff,2,Very Low (<5)
8929ad40ec7ffff,2,Very Low (<5)
892812a653bffff,2,Very Low (<5)
8929ad3b28fffff,2,Very Low (<5)
8929ad3b29bffff,2,Very Low (<5)
8929ad3b6d3ffff,2,Very Low (<5)
8929ad40177ffff,2,Very Low (<5)
8929ad40327ffff,2,Very Low (<5)
8929ad4046bffff,2,Very Low (<5)
8929ad40c43ffff,2,Very Low (<5)
8929ad40cdbffff,2,Very Low (<5)
8929a165b5bffff,2,Very Low (<5)
8929a165853ffff,2,Very Low (<5)
8929ad40e13ffff,2,Very Low (<5)
8929a1636a7ffff,2,Very Low (<5)
8929a1636a3ffff,2,Very Low (<5)
892812a6627ffff,2,Very Low (<5)
892812a6577ffff,2,Very Low (<5)
8929a163603ffff,2,Very Low (<5)
8929ad44c17ffff,2,Very Low (<5)
892812a60a3ffff,2,Very Low (<5)
8929ad4600fffff,2,Very Low (<5)
8929ad44e3bffff,2,Very Low (<5)
8929ad44ea3ffff,2,Very Low (<5)
8929a16342fffff,2,Very Low (<5)
8929ad44eb7ffff,2,Very Low (<5)
8929ad44ebbffff,2,Very Low (<5)
8929a16341bffff,2,Very Low (<5)
8929a163417ffff,2,Very Low (<5)
8929a16340fffff,2,Very Low (<5)
8929ad44c23ffff,2,Very Low (<5)
892812a644bffff,2,Very Low (<5)
8929a163293ffff,2,Very Low (<5)
892812a641bffff,2,Very Low (<5)
8929a16328fffff,2,Very Low (<5)
8929a06b153ffff,2,Very Low (<5)
8929a06b16bffff,2,Very Low (<5)
8929a1630b3ffff,2,Very Low (<5)
8929ad44e37ffff,2,Very Low (<5)
8929ad44e33ffff,2,Very Low (<5)
8929ad44e1bffff,2,Very Low (<5)
8929a163463ffff,2,Very Low (<5)
8929ad44c2bffff,2,Very Low (<5)
8929ad44c37ffff,2,Very Low (<5)
8929a163543ffff,2,Very Low (<5)
8929a1634b7ffff,2,Very Low (<5)
8929ad44c63ffff,2,Very Low (<5)
8929ad44c67ffff,2,Very Low (<5)
8929ad44c6bffff,2,Very Low (<5)
8929a16348fffff,2,Very Low (<5)
8929ad44cabffff,2,Very Low (<5)
8929ad44cc3ffff,2,Very Low (<5)
8929ad44cc7ffff,2,Very Low (<5)
8929ad44d0bffff,2,Very Low (<5)
8929ad44d5bffff,2,Very Low (<5)
8929ad44d63ffff,2,Very Low (<5)
8929ad44ddbffff,2,Very Low (<5)
8929ad19d17ffff,2,Very Low (<5)
8929a1703dbffff,2,Very Low (<5)
892813b6bcfffff,2,Very Low (<5)
8929ad1902fffff,2,Very Low (<5)
8929ad18e57ffff,2,Very Low (<5)
8929ad18e6bffff,2,Very Low (<5)
8929ad18e9bffff,2,Very Low (<5)
8929a06a513ffff,2,Very Low (<5)
8929a06a51bffff,2,Very Low (<5)
8929ad18edbffff,2,Very Low (<5)
8929ad19023ffff,2,Very Low (<5)
8929a176a23ffff,2,Very Low (<5)
8929ad18e4bffff,2,Very Low (<5)
8929ad1908bffff,2,Very Low (<5)
8929a1766afffff,2,Very Low (<5)
8929ad1909bffff,2,Very Low (<5)
892813a6b77ffff,2,Very Low (<5)
8929a176683ffff,2,Very Low (<5)
892813a6b63ffff,2,Very Low (<5)
8929a176633ffff,2,Very Low (<5)
8929ad18e4fffff,2,Very Low (<5)
8929a06a50fffff,2,Very Low (<5)
8929a17362bffff,2,Very Low (<5)
8929a06a1a7ffff,2,Very Low (<5)
8929ad18bc7ffff,2,Very Low (<5)
8929a06a17bffff,2,Very Low (<5)
8929a178c1bffff,2,Very Low (<5)
8929ad18c03ffff,2,Very Low (<5)
8929ad18c1bffff,2,Very Low (<5)
8929ad18c47ffff,2,Very Low (<5)
8929a178c13ffff,2,Very Low (<5)
8929ad18c6bffff,2,Very Low (<5)
8929a06a50bffff,2,Very Low (<5)
8929ad18ca3ffff,2,Very Low (<5)
8929ad18cb7ffff,2,Very Low (<5)
8929a06a26fffff,2,Very Low (<5)
8929ad18da3ffff,2,Very Low (<5)
8929a06a273ffff,2,Very Low (<5)
8929a06a277ffff,2,Very Low (<5)
8929ad18e23ffff,2,Very Low (<5)
892813a6b2bffff,2,Very Low (<5)
8929ad190d7ffff,2,Very Low (<5)
8929a1760cbffff,2,Very Low (<5)
8929a06a547ffff,2,Very Low (<5)
8929a17526fffff,2,Very Low (<5)
8929a174577ffff,2,Very Low (<5)
8929a1744a3ffff,2,Very Low (<5)
8929a1741d7ffff,2,Very Low (<5)
8929a1740a7ffff,2,Very Low (<5)
8929ad1941bffff,2,Very Low (<5)
8929ad19423ffff,2,Very Low (<5)
8929a06a5c3ffff,2,Very Low (<5)
892813a6b0fffff,2,Very Low (<5)
8929ad1944fffff,2,Very Low (<5)
8929ad19453ffff,2,Very Low (<5)
8929a06a817ffff,2,Very Low (<5)
8929a06a84bffff,2,Very Low (<5)
8929a06a84fffff,2,Very Low (<5)
8929ad1947bffff,2,Very Low (<5)
8929a06a883ffff,2,Very Low (<5)
8929ad193afffff,2,Very Low (<5)
8929ad1937bffff,2,Very Low (<5)
8929ad19317ffff,2,Very Low (<5)
8928138c857ffff,2,Very Low (<5)
892813a6863ffff,2,Very Low (<5)
892813a682bffff,2,Very Low (<5)
892813a681bffff,2,Very Low (<5)
892813a6817ffff,2,Very Low (<5)
892813a680fffff,2,Very Low (<5)
892813a63afffff,2,Very Low (<5)
8929a175577ffff,2,Very Low (<5)
8929a175477ffff,2,Very Low (<5)
8929a17533bffff,2,Very Low (<5)
892813a4513ffff,2,Very Low (<5)
89281398dcbffff,2,Very Low (<5)
89281398917ffff,2,Very Low (<5)
89281394d97ffff,2,Very Low (<5)
8928138f513ffff,2,Very Low (<5)
8929ad191d3ffff,2,Very Low (<5)
8929ad18bc3ffff,2,Very Low (<5)
8929a06a16bffff,2,Very Low (<5)
8929ad18b57ffff,2,Very Low (<5)
8929a178ddbffff,2,Very Low (<5)
8929a178ea3ffff,2,Very Low (<5)
8929ad18333ffff,2,Very Low (<5)
8929ad18337ffff,2,Very Low (<5)
8929a0684dbffff,2,Very Low (<5)
8929ad1834bffff,2,Very Low (<5)
8929ad1834fffff,2,Very Low (<5)
892813ab177ffff,2,Very Low (<5)
8929ad18363ffff,2,Very Low (<5)
8929a0685cbffff,2,Very Low (<5)
8929a068543ffff,2,Very Low (<5)
8929a178dcbffff,2,Very Low (<5)
8929ad18377ffff,2,Very Low (<5)
8929ad18383ffff,2,Very Low (<5)
8929ad18387ffff,2,Very Low (<5)
8929ad1838bffff,2,Very Low (<5)
8929a068587ffff,2,Very Low (<5)
8929ad1832bffff,2,Very Low (<5)
8929a178eabffff,2,Very Low (<5)
8929ad18323ffff,2,Very Low (<5)
8929a0684c7ffff,2,Very Low (<5)
8929a17a8bbffff,2,Very Low (<5)
8929a17a6c7ffff,2,Very Low (<5)
892813b5937ffff,2,Very Low (<5)
8929a0684afffff,2,Very Low (<5)
8929a17a517ffff,2,Very Low (<5)
8929a17a4d7ffff,2,Very Low (<5)
8929a17a4c3ffff,2,Very Low (<5)
8929ad182b7ffff,2,Very Low (<5)
8929ad182bbffff,2,Very Low (<5)
8929a17a44fffff,2,Very Low (<5)
8929ad18307ffff,2,Very Low (<5)
892813ab4c7ffff,2,Very Low (<5)
8929a17a1bbffff,2,Very Low (<5)
8929a17a187ffff,2,Very Low (<5)
8929a0684b7ffff,2,Very Low (<5)
8929a0685c3ffff,2,Very Low (<5)
8929a06860bffff,2,Very Low (<5)
8929a06a167ffff,2,Very Low (<5)
8929ad18aa3ffff,2,Very Low (<5)
8929ad18a73ffff,2,Very Low (<5)
8929a0699bbffff,2,Very Low (<5)
8929ad18a8bffff,2,Very Low (<5)
8929ad18a8fffff,2,Very Low (<5)
8929a069a87ffff,2,Very Low (<5)
8929a069ac7ffff,2,Very Low (<5)
8929ad18a9bffff,2,Very Low (<5)
8929ad18aafffff,2,Very Low (<5)
8929a068647ffff,2,Very Low (<5)
8929ad18abbffff,2,Very Low (<5)
8929ad18acbffff,2,Very Low (<5)
8929ad18acfffff,2,Very Low (<5)
8929ad18ad3ffff,2,Very Low (<5)
8929a06a11bffff,2,Very Low (<5)
8929ad18b1bffff,2,Very Low (<5)
8929ad18b47ffff,2,Very Low (<5)
8929ad18a63ffff,2,Very Low (<5)
8929a06951bffff,2,Very Low (<5)
8929a069493ffff,2,Very Low (<5)
8929ad18a3bffff,2,Very Low (<5)
892813a6ecbffff,2,Very Low (<5)
8929ad183d7ffff,2,Very Low (<5)
8929a06867bffff,2,Very Low (<5)
8929ad186a7ffff,2,Very Low (<5)
8929ad186b7ffff,2,Very Low (<5)
8929ad1882bffff,2,Very Low (<5)
8929a0686c7ffff,2,Very Low (<5)
8929ad18867ffff,2,Very Low (<5)
8929ad1886fffff,2,Very Low (<5)
8929a068a6fffff,2,Very Low (<5)
8929a068e47ffff,2,Very Low (<5)
8929ad18a1bffff,2,Very Low (<5)
8929ad18a23ffff,2,Very Low (<5)
8929a06941bffff,2,Very Low (<5)
8929a06944fffff,2,Very Low (<5)
8929a17363bffff,2,Very Low (<5)
8929a06a887ffff,2,Very Low (<5)
8929a170467ffff,2,Very Low (<5)
8929ad19ab3ffff,2,Very Low (<5)
8929ad19a47ffff,2,Very Low (<5)
8929a1714abffff,2,Very Low (<5)
8929ad19a57ffff,2,Very Low (<5)
8929ad19a73ffff,2,Very Low (<5)
8929ad19a87ffff,2,Very Low (<5)
8929ad19a93ffff,2,Very Low (<5)
8929a17148fffff,2,Very Low (<5)
8929ad19ab7ffff,2,Very Low (<5)
8929a171803ffff,2,Very Low (<5)
8929ad19b27ffff,2,Very Low (<5)
8929ad19b37ffff,2,Very Low (<5)
8929ad19b57ffff,2,Very Low (<5)
892812b4ca3ffff,2,Very Low (<5)
892812b4c8fffff,2,Very Low (<5)
892812b4c67ffff,2,Very Low (<5)
8929a1710d3ffff,2,Very Low (<5)
8929ad19a43ffff,2,Very Low (<5)
8929a17180bffff,2,Very Low (<5)
8929a06a88bffff,2,Very Low (<5)
892812b58d3ffff,2,Very Low (<5)
8929a171b13ffff,2,Very Low (<5)
8929a171aa7ffff,2,Very Low (<5)
8929a06accfffff,2,Very Low (<5)
892812b5987ffff,2,Very Low (<5)
892812b5983ffff,2,Very Low (<5)
8929a171937ffff,2,Very Low (<5)
892812b58d7ffff,2,Very Low (<5)
892812b58c7ffff,2,Very Low (<5)
8929a171827ffff,2,Very Low (<5)
892812b4eb7ffff,2,Very Low (<5)
892812b4eabffff,2,Very Low (<5)
892812b4dd7ffff,2,Very Low (<5)
892812b4dcfffff,2,Very Low (<5)
892812b4cabffff,2,Very Low (<5)
8929a17182bffff,2,Very Low (<5)
8929ad19a1bffff,2,Very Low (<5)
8929a170bcfffff,2,Very Low (<5)
8929ad19bcbffff,2,Very Low (<5)
8929ad19bcfffff,2,Very Low (<5)
8929a06ad47ffff,2,Very Low (<5)
892812ada83ffff,2,Very Low (<5)
892812ac457ffff,2,Very Low (<5)
892812ac28bffff,2,Very Low (<5)
892812ab6a3ffff,2,Very Low (<5)
8929a170603ffff,2,Very Low (<5)
892812ab45bffff,2,Very Low (<5)
892812ab0c7ffff,2,Very Low (<5)
892812ab013ffff,2,Very Low (<5)
8929ad19bdbffff,2,Very Low (<5)
892812ab00bffff,2,Very Low (<5)
892812aa857ffff,2,Very Low (<5)
892812aa817ffff,2,Very Low (<5)
892812a9ecbffff,2,Very Low (<5)
892812a9eb7ffff,2,Very Low (<5)
892812a9c5bffff,2,Very Low (<5)
892812a9c43ffff,2,Very Low (<5)
892812ae28bffff,2,Very Low (<5)
892812ae62bffff,2,Very Low (<5)
892812af0b7ffff,2,Very Low (<5)
892812af193ffff,2,Very Low (<5)
892812b4c63ffff,2,Very Low (<5)
892812b4c0bffff,2,Very Low (<5)
892812b4bcbffff,2,Very Low (<5)
892812b4bc3ffff,2,Very Low (<5)
892812b4b63ffff,2,Very Low (<5)
892812b4b1bffff,2,Very Low (<5)
892812b4a7bffff,2,Very Low (<5)
892812b43c3ffff,2,Very Low (<5)
892812b42bbffff,2,Very Low (<5)
892812b4257ffff,2,Very Low (<5)
892812b4073ffff,2,Very Low (<5)
892812b4047ffff,2,Very Low (<5)
892812af473ffff,2,Very Low (<5)
892812af467ffff,2,Very Low (<5)
892812af437ffff,2,Very Low (<5)
8929ad19973ffff,2,Very Low (<5)
8929a171b33ffff,2,Very Low (<5)
8929a171b43ffff,2,Very Low (<5)
892813169b3ffff,2,Very Low (<5)
8929ad19537ffff,2,Very Low (<5)
8929a06ac1bffff,2,Very Low (<5)
89281316a5bffff,2,Very Low (<5)
8929a173447ffff,2,Very Low (<5)
8929a06ac37ffff,2,Very Low (<5)
8929ad1955bffff,2,Very Low (<5)
892813169b7ffff,2,Very Low (<5)
892813166d7ffff,2,Very Low (<5)
89281316423ffff,2,Very Low (<5)
8928131669bffff,2,Very Low (<5)
8928131655bffff,2,Very Low (<5)
8929ad195b7ffff,2,Very Low (<5)
8929a06ac53ffff,2,Very Low (<5)
8929a06ac87ffff,2,Very Low (<5)
89281316473ffff,2,Very Low (<5)
8929a1732a3ffff,2,Very Low (<5)
8929ad19533ffff,2,Very Low (<5)
8929a06aad7ffff,2,Very Low (<5)
8929a06aad3ffff,2,Very Low (<5)
89281316b87ffff,2,Very Low (<5)
8929a1735bbffff,2,Very Low (<5)
8929a1735a3ffff,2,Very Low (<5)
8929a06a893ffff,2,Very Low (<5)
8929a06a89bffff,2,Very Low (<5)
8929a1734d3ffff,2,Very Low (<5)
8929a06a8a7ffff,2,Very Low (<5)
8929ad194c7ffff,2,Very Low (<5)
8929a06a8d7ffff,2,Very Low (<5)
8928138c36bffff,2,Very Low (<5)
8929a06a917ffff,2,Very Low (<5)
892813815b7ffff,2,Very Low (<5)
8929a06a98fffff,2,Very Low (<5)
8929a06aa2bffff,2,Very Low (<5)
8929a06aa67ffff,2,Very Low (<5)
8929a06aab7ffff,2,Very Low (<5)
8929a1731d7ffff,2,Very Low (<5)
89281316347ffff,2,Very Low (<5)
8929ad19967ffff,2,Very Low (<5)
8929ad198d3ffff,2,Very Low (<5)
8929a172287ffff,2,Very Low (<5)
8929a17211bffff,2,Very Low (<5)
892812b6b6bffff,2,Very Low (<5)
8929a17210fffff,2,Very Low (<5)
8929a1720afffff,2,Very Low (<5)
8929a17204bffff,2,Very Low (<5)
8929a171e33ffff,2,Very Low (<5)
8929a171dcfffff,2,Very Low (<5)
8928131621bffff,2,Very Low (<5)
8929a171d9bffff,2,Very Low (<5)
892812b6b2bffff,2,Very Low (<5)
8929a171d13ffff,2,Very Low (<5)
8929a171bb3ffff,2,Very Low (<5)
8929a171b77ffff,2,Very Low (<5)
892812b59afffff,2,Very Low (<5)
8929ad19963ffff,2,Very Low (<5)
892812b6bafffff,2,Very Low (<5)
8929a172297ffff,2,Very Low (<5)
892812b6c67ffff,2,Very Low (<5)
892812b74c3ffff,2,Very Low (<5)
8929a17303bffff,2,Very Low (<5)
8928131608bffff,2,Very Low (<5)
8929a172c0fffff,2,Very Low (<5)
8928131606fffff,2,Very Low (<5)
89281314c0bffff,2,Very Low (<5)
89281314a97ffff,2,Very Low (<5)
892813149bbffff,2,Very Low (<5)
892813148dbffff,2,Very Low (<5)
8929ad1986bffff,2,Very Low (<5)
8929ad1986fffff,2,Very Low (<5)
8928131432bffff,2,Very Low (<5)
8929a1725cbffff,2,Very Low (<5)
8929a06acc7ffff,2,Very Low (<5)
89281314027ffff,2,Very Low (<5)
892812b936bffff,2,Very Low (<5)
892815d48bbffff,2,Very Low (<5)
8929a86b207ffff,2,Very Low (<5)
8929aa9302bffff,2,Very Low (<5)
89283444417ffff,2,Very Low (<5)
89283215bcbffff,2,Very Low (<5)
8929a562bbbffff,2,Very Low (<5)
8928344427bffff,2,Very Low (<5)
8929a40d12bffff,2,Very Low (<5)
89283215bafffff,2,Very Low (<5)
8929a40d103ffff,2,Very Low (<5)
8929a40d0cfffff,2,Very Low (<5)
892834442b7ffff,2,Very Low (<5)
89283215b8bffff,2,Very Low (<5)
8929a40d81bffff,2,Very Low (<5)
8929a40d08fffff,2,Very Low (<5)
8929a40d063ffff,2,Very Low (<5)
8929a562c37ffff,2,Very Low (<5)
89283215b6fffff,2,Very Low (<5)
8928344448fffff,2,Very Low (<5)
89283215b4fffff,2,Very Low (<5)
8928344449bffff,2,Very Low (<5)
89283215b33ffff,2,Very Low (<5)
8929a40d157ffff,2,Very Low (<5)
8929a562b93ffff,2,Very Low (<5)
89283215c0fffff,2,Very Low (<5)
8929a40d1b7ffff,2,Very Low (<5)
89283442c93ffff,2,Very Low (<5)
89283442ca3ffff,2,Very Low (<5)
89283215d2fffff,2,Very Low (<5)
89283215d2bffff,2,Very Low (<5)
89283215d17ffff,2,Very Low (<5)
89283442cb7ffff,2,Very Low (<5)
89283215cd3ffff,2,Very Low (<5)
89283215ccbffff,2,Very Low (<5)
89283442cd3ffff,2,Very Low (<5)
89283442d83ffff,2,Very Low (<5)
89283442dd7ffff,2,Very Low (<5)
892834435d3ffff,2,Very Low (<5)
89283215c6bffff,2,Very Low (<5)
8929a562b53ffff,2,Very Low (<5)
89283215c3bffff,2,Very Low (<5)
89283215c37ffff,2,Very Low (<5)
8929a40d1cfffff,2,Very Low (<5)
89283215b23ffff,2,Very Low (<5)
89283215b0bffff,2,Very Low (<5)
8929a40ce9bffff,2,Very Low (<5)
8929a562dafffff,2,Very Low (<5)
89283445b03ffff,2,Very Low (<5)
892832159b7ffff,2,Very Low (<5)
892832159abffff,2,Very Low (<5)
89283215997ffff,2,Very Low (<5)
89283215993ffff,2,Very Low (<5)
8928321597bffff,2,Very Low (<5)
89283445b23ffff,2,Very Low (<5)
89283445b47ffff,2,Very Low (<5)
89283445b4bffff,2,Very Low (<5)
89283445b6bffff,2,Very Low (<5)
89283445b6fffff,2,Very Low (<5)
89283445b7bffff,2,Very Low (<5)
8929a40cb6bffff,2,Very Low (<5)
89283445ba3ffff,2,Very Low (<5)
89283215943ffff,2,Very Low (<5)
89283445ba7ffff,2,Very Low (<5)
89283445bafffff,2,Very Low (<5)
892832159c7ffff,2,Very Low (<5)
892832159dbffff,2,Very Low (<5)
89283444a53ffff,2,Very Low (<5)
89283445863ffff,2,Very Low (<5)
89283444b27ffff,2,Very Low (<5)
89283215a63ffff,2,Very Low (<5)
8929a562d1bffff,2,Very Low (<5)
89283215a4bffff,2,Very Low (<5)
89283444c37ffff,2,Very Low (<5)
8929a40ce1bffff,2,Very Low (<5)
8929a562d4bffff,2,Very Low (<5)
89283444ddbffff,2,Very Low (<5)
8929a562d57ffff,2,Very Low (<5)
892834454b7ffff,2,Very Low (<5)
8929a40cc73ffff,2,Very Low (<5)
8929a40cc67ffff,2,Very Low (<5)
8929a562d73ffff,2,Very Low (<5)
89283445843ffff,2,Very Low (<5)
89283215a07ffff,2,Very Low (<5)
8928344584fffff,2,Very Low (<5)
89283445857ffff,2,Very Low (<5)
89283215d4fffff,2,Very Low (<5)
89283442c8bffff,2,Very Low (<5)
89283442c73ffff,2,Very Low (<5)
8928343b33bffff,2,Very Low (<5)
89283216c77ffff,2,Very Low (<5)
8928343b523ffff,2,Very Low (<5)
89283216b6fffff,2,Very Low (<5)
8928343b527ffff,2,Very Low (<5)
89283216b63ffff,2,Very Low (<5)
8929a40d587ffff,2,Very Low (<5)
8928344205bffff,2,Very Low (<5)
89283442097ffff,2,Very Low (<5)
892834420abffff,2,Very Low (<5)
892834420c7ffff,2,Very Low (<5)
89283442107ffff,2,Very Low (<5)
89283442187ffff,2,Very Low (<5)
892832166d3ffff,2,Very Low (<5)
892832166b7ffff,2,Very Low (<5)
892832164a3ffff,2,Very Low (<5)
89283442293ffff,2,Very Low (<5)
8928321640bffff,2,Very Low (<5)
8928343b357ffff,2,Very Low (<5)
8929a40d60fffff,2,Very Low (<5)
892834422dbffff,2,Very Low (<5)
89283216e13ffff,2,Very Low (<5)
8929a40d813ffff,2,Very Low (<5)
8928343a60fffff,2,Very Low (<5)
8929a40d6dbffff,2,Very Low (<5)
8928343a623ffff,2,Very Low (<5)
8929a40d6cfffff,2,Very Low (<5)
8929a40d6c7ffff,2,Very Low (<5)
8929a562827ffff,2,Very Low (<5)
8928343a627ffff,2,Very Low (<5)
8929a562837ffff,2,Very Low (<5)
8928343ab13ffff,2,Very Low (<5)
8929a40d697ffff,2,Very Low (<5)
8928343b1c3ffff,2,Very Low (<5)
8929a40d64fffff,2,Very Low (<5)
8928343b277ffff,2,Very Low (<5)
8928343b31bffff,2,Very Low (<5)
8928343b323ffff,2,Very Low (<5)
89283216e1bffff,2,Very Low (<5)
8928344229bffff,2,Very Low (<5)
8928344244fffff,2,Very Low (<5)
89283215d5bffff,2,Very Low (<5)
892834426b3ffff,2,Very Low (<5)
89283215e87ffff,2,Very Low (<5)
892834428a7ffff,2,Very Low (<5)
89283215e6fffff,2,Very Low (<5)
89283442983ffff,2,Very Low (<5)
8928344298bffff,2,Very Low (<5)
892834429abffff,2,Very Low (<5)
892834429d7ffff,2,Very Low (<5)
89283215dd7ffff,2,Very Low (<5)
8929a40d2c3ffff,2,Very Low (<5)
89283215db7ffff,2,Very Low (<5)
89283215dafffff,2,Very Low (<5)
89283215da7ffff,2,Very Low (<5)
89283215da3ffff,2,Very Low (<5)
89283442c07ffff,2,Very Low (<5)
89283442c0bffff,2,Very Low (<5)
89283442c0fffff,2,Very Low (<5)
89283215d6bffff,2,Very Low (<5)
89283215ea7ffff,2,Very Low (<5)
8928344266bffff,2,Very Low (<5)
8928344246bffff,2,Very Low (<5)
8929a40d363ffff,2,Very Low (<5)
8928321636fffff,2,Very Low (<5)
8928321633bffff,2,Very Low (<5)
8928321632fffff,2,Very Low (<5)
8928344255bffff,2,Very Low (<5)
8928344259bffff,2,Very Low (<5)
8929a40d403ffff,2,Very Low (<5)
8929a40d3dbffff,2,Very Low (<5)
892834425b7ffff,2,Very Low (<5)
8929a40d3c3ffff,2,Very Low (<5)
892832162dbffff,2,Very Low (<5)
89283442623ffff,2,Very Low (<5)
8928321629bffff,2,Very Low (<5)
8928321628bffff,2,Very Low (<5)
8929a40d3abffff,2,Very Low (<5)
8929a40d38fffff,2,Very Low (<5)
8929a5629c3ffff,2,Very Low (<5)
8929a5629cbffff,2,Very Low (<5)
89283445bcbffff,2,Very Low (<5)
8929a40cb4fffff,2,Very Low (<5)
89283445dabffff,2,Very Low (<5)
89283450413ffff,2,Very Low (<5)
8929a40c4a3ffff,2,Very Low (<5)
8928345046bffff,2,Very Low (<5)
89283450477ffff,2,Very Low (<5)
8928345047bffff,2,Very Low (<5)
892834504bbffff,2,Very Low (<5)
8928345050fffff,2,Very Low (<5)
8928345059bffff,2,Very Low (<5)
892832141bbffff,2,Very Low (<5)
8929a40c47bffff,2,Very Low (<5)
8929a40c453ffff,2,Very Low (<5)
8929a40c44fffff,2,Very Low (<5)
8929a40c42bffff,2,Very Low (<5)
