h3,total_exposure,exposure_bin
8928309580fffff,285,High (50+)
89283082d9bffff,285,High (50+)
8929a005e47ffff,285,High (50+)
8929a0b36afffff,285,High (50+)
8929a00c2d3ffff,285,High (50+)
8929a06407bffff,285,High (50+)
8929a0b0c5bffff,285,High (50+)
8929a56de1bffff,284,High (50+)
89283095853ffff,284,High (50+)
89283095047ffff,284,High (50+)
89283095d53ffff,284,High (50+)
89283095847ffff,284,High (50+)
8929a565c03ffff,284,High (50+)
8928309531bffff,284,High (50+)
892834618bbffff,284,High (50+)
8929a18b163ffff,284,High (50+)
8929a0b564fffff,284,High (50+)
8929a4c5b2bffff,284,High (50+)
89283082c03ffff,283,High (50+)
8929a41ab57ffff,283,High (50+)
8929a561447ffff,283,High (50+)
8929a0b4507ffff,283,High (50+)
8929a56ec47ffff,283,High (50+)
8929a568247ffff,283,High (50+)
892830952cbffff,283,High (50+)
89283095ba3ffff,282,High (50+)
8929a1131afffff,282,High (50+)
892830952b7ffff,282,High (50+)
89283082a0fffff,282,High (50+)
892834734afffff,282,High (50+)
892830952b3ffff,282,High (50+)
8929a408e03ffff,282,High (50+)
8929a09634fffff,282,High (50+)
8929a18936fffff,282,High (50+)
8929a11248bffff,282,High (50+)
8929a18c067ffff,281,High (50+)
8928308748bffff,281,High (50+)
89283095ebbffff,281,High (50+)
8929a562e73ffff,281,High (50+)
8929a46cb57ffff,281,High (50+)
8929a0a6e43ffff,281,High (50+)
8929a18f597ffff,281,High (50+)
89283095833ffff,281,High (50+)
89283214d4bffff,281,High (50+)
892830953abffff,281,High (50+)
892830958b7ffff,281,High (50+)
89283082d8bffff,281,High (50+)
8929a565573ffff,281,High (50+)
8929a578bdbffff,281,High (50+)
8929a18f15bffff,281,High (50+)
8929a4c43dbffff,281,High (50+)
8928309584bffff,280,High (50+)
8929a568233ffff,280,High (50+)
8929a0b558bffff,280,High (50+)
89283082c07ffff,280,High (50+)
8929a1448a3ffff,280,High (50+)
89283002567ffff,280,High (50+)
89283082d4bffff,280,High (50+)
8929a54cd53ffff,280,High (50+)
892830953b3ffff,280,High (50+)
89283444117ffff,280,High (50+)
8929a199a4bffff,280,High (50+)
8929a1d5833ffff,279,High (50+)
8929a1024c3ffff,279,High (50+)
8929a1990d3ffff,279,High (50+)
8928347010bffff,279,High (50+)
8929a41adc3ffff,279,High (50+)
8929a40aa87ffff,279,High (50+)
8929a54c84bffff,279,High (50+)
8929a54c6d7ffff,279,High (50+)
8929a578bd3ffff,279,High (50+)
89283082a33ffff,278,High (50+)
8929a47094bffff,278,High (50+)
8929a4c732fffff,278,High (50+)
89283095e27ffff,278,High (50+)
892830958abffff,278,High (50+)
892830aa4dbffff,278,High (50+)
8929a1884a7ffff,278,High (50+)
89283469b5bffff,278,High (50+)
8928309560fffff,277,High (50+)
8929a1c756fffff,277,High (50+)
8929a5616b3ffff,277,High (50+)
8928346360fffff,277,High (50+)
89283082a37ffff,277,High (50+)
892830953d3ffff,277,High (50+)
89283471b93ffff,277,High (50+)
89283095203ffff,277,High (50+)
8929a0b0cb7ffff,277,High (50+)
8928346504fffff,277,High (50+)
8929a41a36bffff,277,High (50+)
89283095857ffff,277,High (50+)
89283095c6bffff,277,High (50+)
8929a40ab0fffff,277,High (50+)
8929a19b187ffff,277,High (50+)
8928309524bffff,277,High (50+)
8929a00761bffff,277,High (50+)
8928309554bffff,276,High (50+)
8929a0b0387ffff,276,High (50+)
89283095b8fffff,276,High (50+)
8929a47428fffff,276,High (50+)
89283470987ffff,276,High (50+)
89283095073ffff,276,High (50+)
892830953cbffff,276,High (50+)
8929a578ba7ffff,276,High (50+)
8929a0b04abffff,276,High (50+)
8929a54c907ffff,276,High (50+)
8928309537bffff,276,High (50+)
8929a1173a3ffff,276,High (50+)
8929a18f29bffff,275,High (50+)
89283082c57ffff,275,High (50+)
89283095a2fffff,275,High (50+)
8929a56a597ffff,275,High (50+)
892830959cbffff,275,High (50+)
892834443afffff,275,High (50+)
89283095a23ffff,275,High (50+)
8929a1024b7ffff,275,High (50+)
8929a568817ffff,275,High (50+)
89283037437ffff,275,High (50+)
8929a0b20c3ffff,275,High (50+)
8929a0b3203ffff,275,High (50+)
8929a199c03ffff,274,High (50+)
8929a40040bffff,274,High (50+)
892830825b3ffff,274,High (50+)
8929a198e13ffff,274,High (50+)
89283095383ffff,274,High (50+)
892834618afffff,274,High (50+)
89283471513ffff,274,High (50+)
8929a084c33ffff,274,High (50+)
892830950c7ffff,274,High (50+)
8929a18458fffff,274,High (50+)
8928347a187ffff,274,High (50+)
89283082c8fffff,274,High (50+)
8929a0aec5bffff,274,High (50+)
8929a54954fffff,274,High (50+)
8929a1155cfffff,274,High (50+)
89283082183ffff,274,High (50+)
89283095877ffff,274,High (50+)
89283095a77ffff,274,High (50+)
8929a0b0cb3ffff,273,High (50+)
8929a18e60fffff,273,High (50+)
89283445da3ffff,273,High (50+)
89283095067ffff,273,High (50+)
8929a1d09afffff,273,High (50+)
89283095003ffff,273,High (50+)
89283095837ffff,273,High (50+)
89283082a13ffff,273,High (50+)
8929a1c2143ffff,273,High (50+)
89283082857ffff,273,High (50+)
8928346097bffff,273,High (50+)
892830874d7ffff,273,High (50+)
8929a1889dbffff,273,High (50+)
89283095a73ffff,273,High (50+)
89283082c77ffff,272,High (50+)
89283444c73ffff,272,High (50+)
89283460ca7ffff,272,High (50+)
8929a575e3bffff,272,High (50+)
89283082c6bffff,272,High (50+)
8928347ad57ffff,272,High (50+)
89283095843ffff,272,High (50+)
89283473527ffff,271,High (50+)
89283095c63ffff,271,High (50+)
89283095d4bffff,271,High (50+)
8929a565567ffff,271,High (50+)
89283095217ffff,271,High (50+)
8929a18c453ffff,271,High (50+)
89283095c23ffff,271,High (50+)
8929a1d4157ffff,271,High (50+)
8929a0ad297ffff,271,High (50+)
8929a419953ffff,271,High (50+)
89283095bcfffff,271,High (50+)
8929a41adcfffff,271,High (50+)
8929a110a77ffff,270,High (50+)
8929a4026b7ffff,270,High (50+)
8929a1d56b3ffff,270,High (50+)
8929a199a53ffff,270,High (50+)
8929a110bdbffff,270,High (50+)
8929a110d7bffff,270,High (50+)
8929a19b293ffff,270,High (50+)
8929a032cb7ffff,270,High (50+)
89283444c53ffff,270,High (50+)
89283081047ffff,270,High (50+)
89283095033ffff,270,High (50+)
8929a418c97ffff,270,High (50+)
8929a008cc7ffff,270,High (50+)
89283442577ffff,270,High (50+)
8929126e097ffff,270,High (50+)
8929a565373ffff,270,High (50+)
8929a419993ffff,270,High (50+)
8929a19841bffff,269,High (50+)
8929a1d691bffff,269,High (50+)
89283082967ffff,269,High (50+)
89283095343ffff,269,High (50+)
8928308256fffff,269,High (50+)
8929a199dc3ffff,269,High (50+)
892830953bbffff,269,High (50+)
8929a1d0b43ffff,269,High (50+)
892830874c3ffff,269,High (50+)
8929a565067ffff,269,High (50+)
892830951cfffff,269,High (50+)
8929a19ab53ffff,268,High (50+)
8928308769bffff,268,High (50+)
89283095bc7ffff,268,High (50+)
89283082c37ffff,268,High (50+)
89283468927ffff,268,High (50+)
8929a18b383ffff,268,High (50+)
892834445c3ffff,268,High (50+)
8929a579e7bffff,268,High (50+)
8929a40ce2fffff,268,High (50+)
8929a198c97ffff,268,High (50+)
8929a0864d3ffff,268,High (50+)
8928347a193ffff,267,High (50+)
8928309567bffff,267,High (50+)
89283082e77ffff,267,High (50+)
8928309a257ffff,267,High (50+)
8929a620b07ffff,267,High (50+)
8929a0b55c7ffff,267,High (50+)
89283095547ffff,267,High (50+)
89283095c1bffff,267,High (50+)
89283095823ffff,267,High (50+)
8929a199c33ffff,267,High (50+)
89283470e87ffff,267,High (50+)
8929a561467ffff,267,High (50+)
8929a400373ffff,267,High (50+)
8929a198e17ffff,267,High (50+)
8929a561663ffff,267,High (50+)
8929a0b0db3ffff,266,High (50+)
8929a180a23ffff,266,High (50+)
89283095eabffff,266,High (50+)
89283082ccfffff,266,High (50+)
8928309532bffff,266,High (50+)
8929a19a26fffff,266,High (50+)
89283446e47ffff,266,High (50+)
892830c738bffff,266,High (50+)
8929a41851bffff,266,High (50+)
892830958cfffff,266,High (50+)
8929a41aa67ffff,266,High (50+)
8928347a98fffff,266,High (50+)
89283095c77ffff,266,High (50+)
89283471203ffff,266,High (50+)
8929a19a307ffff,266,High (50+)
8929a56167bffff,266,High (50+)
8929a565583ffff,266,High (50+)
8929a40244fffff,266,High (50+)
8929a1b3623ffff,266,High (50+)
8929a199a03ffff,265,High (50+)
89283082ccbffff,265,High (50+)
8929a408a17ffff,265,High (50+)
8929a40037bffff,265,High (50+)
8929a19a293ffff,265,High (50+)
8929a1d0a73ffff,265,High (50+)
8929a41ac7bffff,265,High (50+)
8928309554fffff,265,High (50+)
8929a18834fffff,265,High (50+)
8928347a56fffff,265,High (50+)
8929a18f0afffff,265,High (50+)
89283082bbbffff,265,High (50+)
8929a4718bbffff,265,High (50+)
892830876c3ffff,265,High (50+)
8928347a5c7ffff,264,High (50+)
8929a579497ffff,264,High (50+)
8928309538bffff,264,High (50+)
8929a198337ffff,264,High (50+)
8929a1d5dcfffff,264,High (50+)
8929a456e27ffff,264,High (50+)
89283095063ffff,264,High (50+)
8929a560e33ffff,264,High (50+)
8929a40326fffff,264,High (50+)
89283471457ffff,264,High (50+)
8929a41ab0bffff,264,High (50+)
89283470a37ffff,264,High (50+)
89283095813ffff,264,High (50+)
8929a561687ffff,264,High (50+)
8928309559bffff,264,High (50+)
8929a0b0c87ffff,263,High (50+)
8929a472233ffff,263,High (50+)
89283095b17ffff,263,High (50+)
89283095357ffff,263,High (50+)
8928362f453ffff,263,High (50+)
8929a411a6fffff,263,High (50+)
8929a1d688bffff,263,High (50+)
8929a1d91afffff,263,High (50+)
8929a032ecbffff,263,High (50+)
89283012d1bffff,263,High (50+)
8929a62ccd7ffff,263,High (50+)
8929a54c9dbffff,263,High (50+)
8929a54c967ffff,263,High (50+)
892834444a3ffff,263,High (50+)
8929a54c903ffff,262,High (50+)
89283460cb7ffff,262,High (50+)
89283095c67ffff,262,High (50+)
8929a184383ffff,262,High (50+)
8929a0a3123ffff,262,High (50+)
8929a1d59dbffff,262,High (50+)
8928347a983ffff,262,High (50+)
89283095647ffff,262,High (50+)
8929a579b07ffff,262,High (50+)
8929a0969a7ffff,262,High (50+)
8929a0845b3ffff,262,High (50+)
892830cf587ffff,262,High (50+)
8929a1d0a67ffff,262,High (50+)
8929a578bd7ffff,262,High (50+)
8929a5650afffff,262,High (50+)
89283082b23ffff,262,High (50+)
8929a1d6123ffff,262,High (50+)
8929a562e47ffff,262,High (50+)
8929a579babffff,262,High (50+)
8928308294fffff,261,High (50+)
8929a0aedcbffff,261,High (50+)
8929a568da3ffff,261,High (50+)
8929a1d6913ffff,261,High (50+)
892834daa8fffff,261,High (50+)
8929a155c77ffff,261,High (50+)
8929a40c527ffff,261,High (50+)
8929a41ab73ffff,261,High (50+)
892830958cbffff,261,High (50+)
89283081207ffff,261,High (50+)
89283095ea3ffff,261,High (50+)
8929a1d6b83ffff,261,High (50+)
8929a548223ffff,261,High (50+)
89283095037ffff,261,High (50+)
8929a402363ffff,260,High (50+)
8929a0a89cfffff,260,High (50+)
8928309b6d3ffff,260,High (50+)
8929a47211bffff,260,High (50+)
89283080c93ffff,260,High (50+)
89283095a67ffff,260,High (50+)
8929127930fffff,259,High (50+)
89283099d13ffff,259,High (50+)
8929a54de5bffff,259,High (50+)
8929a198a87ffff,259,High (50+)
8928309ab0fffff,259,High (50+)
89283095c27ffff,259,High (50+)
8929a1982a3ffff,259,High (50+)
8929a189987ffff,259,High (50+)
8929a0b72dbffff,259,High (50+)
8929a19b04bffff,259,High (50+)
892912799a3ffff,259,High (50+)
8929a578a8fffff,259,High (50+)
8929a476913ffff,259,High (50+)
8929a40e21bffff,259,High (50+)
89283095ac7ffff,258,High (50+)
89291279e8bffff,258,High (50+)
8929a1d5443ffff,258,High (50+)
8929a199e53ffff,258,High (50+)
8929a1d7683ffff,258,High (50+)
89283082a27ffff,258,High (50+)
892830958d7ffff,258,High (50+)
8929a188a53ffff,258,High (50+)
89283446d33ffff,257,High (50+)
89283095acbffff,257,High (50+)
89283034e2fffff,257,High (50+)
89283082dcbffff,257,High (50+)
8929a1c6437ffff,257,High (50+)
8929a56eb7bffff,257,High (50+)
89283095377ffff,257,High (50+)
8929a0861cfffff,257,High (50+)
89283082507ffff,257,High (50+)
8929a41999bffff,257,High (50+)
8929a565577ffff,257,High (50+)
8929a41aa6fffff,257,High (50+)
89283095227ffff,257,High (50+)
8928309536bffff,256,High (50+)
89283444d3bffff,256,High (50+)
89283095e67ffff,256,High (50+)
89283473237ffff,256,High (50+)
8929a401dd7ffff,256,High (50+)
8929a56a587ffff,256,High (50+)
8929a0b000fffff,256,High (50+)
8929a56748bffff,256,High (50+)
89283010eabffff,256,High (50+)
89283095ba7ffff,256,High (50+)
8929a0b405bffff,256,High (50+)
8929a579117ffff,256,High (50+)
8929a565b8fffff,256,High (50+)
8929a454123ffff,256,High (50+)
8929a41add3ffff,256,High (50+)
8929a40998fffff,256,High (50+)
89283082cc7ffff,255,High (50+)
89283460b77ffff,255,High (50+)
8929a0b620fffff,255,High (50+)
8929a0ad293ffff,255,High (50+)
8928346edbbffff,255,High (50+)
8929a4ccb27ffff,255,High (50+)
8929a56a5b3ffff,255,High (50+)
8929a42b13bffff,255,High (50+)
8928309508bffff,255,High (50+)
8929a54c16fffff,255,High (50+)
89283444e0bffff,255,High (50+)
8929a4c4213ffff,255,High (50+)
892834708cbffff,255,High (50+)
8929a1d0ecfffff,255,High (50+)
8929a40207bffff,255,High (50+)
8929a18f0c7ffff,255,High (50+)
8929a1d62cfffff,255,High (50+)
8929a56ad6fffff,254,High (50+)
8928347728bffff,254,High (50+)
8929a474417ffff,254,High (50+)
8928309584fffff,254,High (50+)
8928309585bffff,254,High (50+)
8929a0a053bffff,254,High (50+)
8929a030587ffff,254,High (50+)
8929a401bd3ffff,254,High (50+)
89283095a97ffff,254,High (50+)
8929a0b00d7ffff,254,High (50+)
8929a578b87ffff,254,High (50+)
89283095ad7ffff,254,High (50+)
8929a198cbbffff,254,High (50+)
8929a578abbffff,254,High (50+)
8929a184193ffff,254,High (50+)
8929a4c687bffff,254,High (50+)
892830829cbffff,253,High (50+)
8929a6256a3ffff,253,High (50+)
892834708b7ffff,253,High (50+)
8928308284bffff,253,High (50+)
8929a5651cbffff,253,High (50+)
89283095bbbffff,253,High (50+)
8929a54ca83ffff,253,High (50+)
8929a18830fffff,253,High (50+)
892830950bbffff,253,High (50+)
8929a189917ffff,253,High (50+)
8928309514bffff,253,High (50+)
8929a40234bffff,253,High (50+)
8929a401897ffff,253,High (50+)
8929a54c18fffff,253,High (50+)
8929a400487ffff,253,High (50+)
89283082ea3ffff,253,High (50+)
8929a54b08fffff,253,High (50+)
8929a562e93ffff,252,High (50+)
89283095a93ffff,252,High (50+)
8929a5688a3ffff,252,High (50+)
8929a560173ffff,252,High (50+)
8929a0b099bffff,252,High (50+)
8929a56519bffff,252,High (50+)
8929a40e247ffff,252,High (50+)
8929a477087ffff,252,High (50+)
8928341a623ffff,252,High (50+)
8929a54f3c7ffff,252,High (50+)
89283082953ffff,252,High (50+)
8929a41ab8bffff,252,High (50+)
8929a19ae7bffff,252,High (50+)
89283095a6bffff,252,High (50+)
8929a189497ffff,252,High (50+)
89283082a8bffff,252,High (50+)
8929a084c87ffff,251,High (50+)
89283082cd3ffff,251,High (50+)
8929a41834bffff,251,High (50+)
892834113d7ffff,251,High (50+)
8929a1c3553ffff,251,High (50+)
8929a561607ffff,251,High (50+)
8929a1d0a53ffff,251,High (50+)
8929a400cdbffff,251,High (50+)
8929ad11d23ffff,251,High (50+)
8928309580bffff,251,High (50+)
8929a464a5bffff,251,High (50+)
8929a1d75dbffff,251,High (50+)
8929a198e93ffff,251,High (50+)
8929a579a5bffff,251,High (50+)
8929a1ba297ffff,250,High (50+)
8929a54b427ffff,250,High (50+)
8929a41a82fffff,250,High (50+)
89283082eafffff,250,High (50+)
8929a54c54bffff,250,High (50+)
8929a454d83ffff,250,High (50+)
8929a1985d7ffff,250,High (50+)
8929a19836fffff,250,High (50+)
8928309ab3bffff,250,High (50+)
8928346e43bffff,250,High (50+)
8929a4189bbffff,250,High (50+)
8929a19b63bffff,250,High (50+)
8929a084397ffff,250,High (50+)
8929a0b6267ffff,250,High (50+)
8929a0b2003ffff,250,High (50+)
8929a1d2a07ffff,250,High (50+)
89283095387ffff,249,High (50+)
8928309736fffff,249,High (50+)
8929a40048bffff,249,High (50+)
8929a18e607ffff,249,High (50+)
8929a5498b7ffff,249,High (50+)
89283082c73ffff,249,High (50+)
89283095c7bffff,249,High (50+)
89283095c33ffff,249,High (50+)
89283095b73ffff,249,High (50+)
8929a4ceed3ffff,249,High (50+)
89283095333ffff,249,High (50+)
8929127b077ffff,249,High (50+)
8929a56518fffff,249,High (50+)
8929a56d103ffff,249,High (50+)
8929a575a6fffff,249,High (50+)
8929a47600bffff,249,High (50+)
8929a56c84bffff,249,High (50+)
8929a56a5cbffff,248,High (50+)
892832b826fffff,248,High (50+)
89283097177ffff,248,High (50+)
8929a56503bffff,248,High (50+)
8929a198c53ffff,248,High (50+)
8929a1b2893ffff,248,High (50+)
8929a0b416bffff,248,High (50+)
8929a562007ffff,248,High (50+)
8929a1d5c4bffff,248,High (50+)
8929a471807ffff,248,High (50+)
8929a188ad7ffff,248,High (50+)
8929a19b29bffff,248,High (50+)
8929a561683ffff,248,High (50+)
89283095183ffff,248,High (50+)
8929a1d0327ffff,248,High (50+)
8929a569257ffff,248,High (50+)
8929a418da3ffff,248,High (50+)
8929a56552bffff,248,High (50+)
8929a56e14bffff,248,High (50+)
8929a45412fffff,248,High (50+)
8929a41ab83ffff,248,High (50+)
8929a4cec1bffff,248,High (50+)
89283095b57ffff,248,High (50+)
8928309506fffff,248,High (50+)
8929a18f6b3ffff,248,High (50+)
8929a1c64abffff,248,High (50+)
8929a565227ffff,247,High (50+)
8929a42b3a3ffff,247,High (50+)
8928347a56bffff,247,High (50+)
892830876d7ffff,247,High (50+)
8929a0b32c3ffff,247,High (50+)
8929a19b287ffff,247,High (50+)
8929a579113ffff,247,High (50+)
89283097013ffff,247,High (50+)
8929a1d6307ffff,247,High (50+)
89283095e37ffff,247,High (50+)
8929a40c863ffff,247,High (50+)
8929a1d665bffff,247,High (50+)
892830950b3ffff,247,High (50+)
8929a41110bffff,247,High (50+)
8929a1173b7ffff,247,High (50+)
8929a54ca87ffff,247,High (50+)
8929a56736fffff,247,High (50+)
8929a064073ffff,247,High (50+)
8929a1d6357ffff,247,High (50+)
8929a41add7ffff,247,High (50+)
8929a18460fffff,247,High (50+)
8929a54dbd7ffff,246,High (50+)
8928347122bffff,246,High (50+)
8929a56f147ffff,246,High (50+)
8929a0b648fffff,246,High (50+)
8928308768bffff,246,High (50+)
8929a1151d3ffff,246,High (50+)
8929a188a73ffff,246,High (50+)
8929a41883bffff,246,High (50+)
89283082567ffff,246,High (50+)
8929a198597ffff,246,High (50+)
8929a1119abffff,246,High (50+)
8928309514fffff,246,High (50+)
8929a0a4447ffff,246,High (50+)
89283094613ffff,246,High (50+)
89283095193ffff,246,High (50+)
8929a198153ffff,246,High (50+)
8929a086cc3ffff,246,High (50+)
8929a0b752bffff,246,High (50+)
892834708a7ffff,246,High (50+)
8928347546bffff,246,High (50+)
8929a429467ffff,246,High (50+)
8929a5616d3ffff,245,High (50+)
89283095babffff,245,High (50+)
89283470eb7ffff,245,High (50+)
8929a19ae43ffff,245,High (50+)
8929a561d93ffff,245,High (50+)
8929a474927ffff,245,High (50+)
89283095363ffff,245,High (50+)
8929a1d7537ffff,245,High (50+)
8929a401423ffff,245,High (50+)
8929a1d49abffff,245,High (50+)
892834444b3ffff,245,High (50+)
8929a56506bffff,245,High (50+)
89283444487ffff,245,High (50+)
8929a42b23bffff,245,High (50+)
8929a56ec1bffff,245,High (50+)
8928308297bffff,244,High (50+)
8929a18f44fffff,244,High (50+)
8929a54f317ffff,244,High (50+)
8929a56b093ffff,244,High (50+)
8929a1d1c4bffff,244,High (50+)
8929a54c653ffff,244,High (50+)
8929a418957ffff,244,High (50+)
89283037163ffff,244,High (50+)
892830d7193ffff,244,High (50+)
8929a0b719bffff,244,High (50+)
8929a1d6e73ffff,244,High (50+)
892830958afffff,244,High (50+)
8929a00ed03ffff,244,High (50+)
8929a549c97ffff,244,High (50+)
8929a54cd77ffff,244,High (50+)
8929a0b217bffff,244,High (50+)
8929124ca07ffff,244,High (50+)
8929a19aad7ffff,244,High (50+)
8929a188a43ffff,244,High (50+)
8928347a543ffff,244,High (50+)
892830958dbffff,244,High (50+)
8929a18e27bffff,243,High (50+)
8929a0a8b37ffff,243,High (50+)
89283082b2bffff,243,High (50+)
8929a1b652bffff,243,High (50+)
8929a1d50d3ffff,243,High (50+)
8929a1d7103ffff,243,High (50+)
8929a1c2027ffff,243,High (50+)
8929a189983ffff,243,High (50+)
8929a0aee9bffff,243,High (50+)
8929a568693ffff,243,High (50+)
8929a549c7bffff,243,High (50+)
8929a0b045bffff,243,High (50+)
8929a560c97ffff,243,High (50+)
8929a0b3647ffff,243,High (50+)
892834755dbffff,243,High (50+)
8929a4033d7ffff,243,High (50+)
8929a18f623ffff,243,High (50+)
8928346014fffff,242,High (50+)
8929a561617ffff,242,High (50+)
8929a454d07ffff,242,High (50+)
8929a199d5bffff,242,High (50+)
8929a0ab47bffff,242,High (50+)
8929a54b683ffff,242,High (50+)
8929a56b5c7ffff,242,High (50+)
8929a561657ffff,242,High (50+)
89283471447ffff,242,High (50+)
8929a56a5cfffff,242,High (50+)
8929a560817ffff,242,High (50+)
8929a0b05a7ffff,242,High (50+)
8929a562e2bffff,242,High (50+)
892830953c7ffff,242,High (50+)
8929a1d6283ffff,242,High (50+)
8929a1db59bffff,242,High (50+)
8929a1d2aa7ffff,242,High (50+)
8929a0b0467ffff,242,High (50+)
8929a418e53ffff,241,High (50+)
8929a562e83ffff,241,High (50+)
8929a19b337ffff,241,High (50+)
8929a562017ffff,241,High (50+)
8929a1d6b63ffff,241,High (50+)
8929a56e65bffff,241,High (50+)
89283470e67ffff,241,High (50+)
89283463343ffff,241,High (50+)
8929a56142fffff,241,High (50+)
8929a189483ffff,241,High (50+)
8929a11249bffff,240,High (50+)
8929a0c6d27ffff,240,High (50+)
8929a418917ffff,240,High (50+)
8929a56b13bffff,240,High (50+)
8928309581bffff,240,High (50+)
8929a56a593ffff,240,High (50+)
89283095b1bffff,240,High (50+)
8929a5653d7ffff,240,High (50+)
8929a0aeb5bffff,240,High (50+)
8929a0b201bffff,240,High (50+)
8929a471867ffff,240,High (50+)
892830970bbffff,240,High (50+)
8929a403157ffff,240,High (50+)
8928347a5d7ffff,240,High (50+)
8929add436bffff,240,High (50+)
8929a1c3427ffff,240,High (50+)
8929a1d5c2bffff,240,High (50+)
8929a0aaa7bffff,240,High (50+)
8929a11192bffff,240,High (50+)
89283087497ffff,240,High (50+)
89283446a33ffff,240,High (50+)
8929a4ce807ffff,240,High (50+)
89283095e2bffff,240,High (50+)
8929a5651d7ffff,240,High (50+)
8929a567367ffff,239,High (50+)
